participant,correct,condition,category,response
59400de88fcebc0001075a41,1,shear2,1,1
59400de88fcebc0001075a41,0,rot2,1,2
59400de88fcebc0001075a41,0,shear2,1,3
59400de88fcebc0001075a41,0,shear2,2,4
59400de88fcebc0001075a41,1,base,2,2
59400de88fcebc0001075a41,0,shear2,3,1
59400de88fcebc0001075a41,0,rot1,2,3
59400de88fcebc0001075a41,1,shear1,2,2
59400de88fcebc0001075a41,1,base,1,1
59400de88fcebc0001075a41,1,base,4,4
59400de88fcebc0001075a41,0,shear1,4,3
59400de88fcebc0001075a41,0,base,4,3
59400de88fcebc0001075a41,0,base,3,2
59400de88fcebc0001075a41,0,rot1,4,3
59400de88fcebc0001075a41,0,shear2,4,2
59400de88fcebc0001075a41,1,rot1,1,1
59400de88fcebc0001075a41,0,rot2,2,1
59400de88fcebc0001075a41,0,rot2,3,2
59400de88fcebc0001075a41,0,rot1,3,2
59400de88fcebc0001075a41,1,rot2,3,3
59400de88fcebc0001075a41,1,base,1,1
59400de88fcebc0001075a41,1,rot2,4,4
59400de88fcebc0001075a41,0,shear1,4,3
59400de88fcebc0001075a41,1,shear2,3,3
59400de88fcebc0001075a41,1,shear1,1,1
59400de88fcebc0001075a41,0,rot1,4,3
59400de88fcebc0001075a41,0,shear2,2,3
59400de88fcebc0001075a41,1,base,1,1
59400de88fcebc0001075a41,0,base,2,1
59400de88fcebc0001075a41,1,base,4,4
59400de88fcebc0001075a41,1,base,3,3
59400de88fcebc0001075a41,1,shear1,3,3
59400de88fcebc0001075a41,1,shear2,3,3
59400de88fcebc0001075a41,1,shear1,1,1
59400de88fcebc0001075a41,0,shear2,3,2
59400de88fcebc0001075a41,1,rot2,1,1
59400de88fcebc0001075a41,0,rot2,2,1
59400de88fcebc0001075a41,1,rot1,2,2
59400de88fcebc0001075a41,1,shear1,2,2
59400de88fcebc0001075a41,0,shear2,4,3
59400de88fcebc0001075a41,0,shear2,4,2
59400de88fcebc0001075a41,1,rot1,4,4
59400de88fcebc0001075a41,1,rot2,1,1
59400de88fcebc0001075a41,1,shear2,1,1
59400de88fcebc0001075a41,1,shear1,3,3
59400de88fcebc0001075a41,1,shear1,1,1
59400de88fcebc0001075a41,1,shear1,3,3
59400de88fcebc0001075a41,1,rot2,4,4
59400de88fcebc0001075a41,1,base,4,4
59400de88fcebc0001075a41,0,rot1,3,2
59400de88fcebc0001075a41,0,rot1,3,2
59400de88fcebc0001075a41,1,rot1,2,2
59400de88fcebc0001075a41,0,rot1,3,2
59400de88fcebc0001075a41,1,shear2,2,2
59400de88fcebc0001075a41,0,shear1,4,3
59400de88fcebc0001075a41,1,rot2,2,2
59400de88fcebc0001075a41,1,shear1,2,2
59400de88fcebc0001075a41,1,rot1,2,2
59400de88fcebc0001075a41,1,shear2,1,1
59400de88fcebc0001075a41,1,rot2,1,1
59400de88fcebc0001075a41,1,rot2,2,2
59400de88fcebc0001075a41,1,shear1,2,2
59400de88fcebc0001075a41,1,shear1,1,1
59400de88fcebc0001075a41,0,shear2,4,3
59400de88fcebc0001075a41,1,rot2,4,4
59400de88fcebc0001075a41,1,shear2,1,1
59400de88fcebc0001075a41,1,rot2,2,2
59400de88fcebc0001075a41,0,base,4,3
59400de88fcebc0001075a41,1,base,1,1
59400de88fcebc0001075a41,1,rot1,1,1
59400de88fcebc0001075a41,0,rot1,3,2
59400de88fcebc0001075a41,0,rot2,3,2
59400de88fcebc0001075a41,1,rot2,1,1
59400de88fcebc0001075a41,0,rot1,4,3
59400de88fcebc0001075a41,1,base,3,3
59400de88fcebc0001075a41,0,rot2,3,2
59400de88fcebc0001075a41,1,base,2,2
59400de88fcebc0001075a41,1,shear1,3,3
59400de88fcebc0001075a41,1,shear2,2,2
59400de88fcebc0001075a41,0,rot1,4,2
59400de88fcebc0001075a41,0,rot2,4,3
59400de88fcebc0001075a41,0,rot1,1,2
59400de88fcebc0001075a41,1,shear1,2,2
59400de88fcebc0001075a41,1,shear1,3,3
59400de88fcebc0001075a41,1,rot1,1,1
59400de88fcebc0001075a41,1,shear2,3,3
59400de88fcebc0001075a41,1,rot1,1,1
59400de88fcebc0001075a41,1,shear2,2,2
59400de88fcebc0001075a41,1,base,3,3
59400de88fcebc0001075a41,0,rot2,3,2
59400de88fcebc0001075a41,1,rot1,2,2
59400de88fcebc0001075a41,1,base,2,2
59400de88fcebc0001075a41,0,shear1,4,3
59400de88fcebc0001075a41,0,shear1,4,3
59400de88fcebc0001075a41,0,base,3,2
59400de88fcebc0001075a41,0,shear2,4,3
59400de88fcebc0001075a41,1,base,2,2
59400de88fcebc0001075a41,0,shear1,1,2
59400de88fcebc0001075a41,1,rot2,4,4
59400de88fcebc0001075a41,1,base,1,1
5983b86106cd1f0001f8e283,0,shear1,4,2
5983b86106cd1f0001f8e283,0,rot2,1,2
5983b86106cd1f0001f8e283,0,shear2,1,3
5983b86106cd1f0001f8e283,0,base,4,3
5983b86106cd1f0001f8e283,1,base,2,2
5983b86106cd1f0001f8e283,0,shear2,3,1
5983b86106cd1f0001f8e283,0,shear2,3,1
5983b86106cd1f0001f8e283,0,shear1,1,2
5983b86106cd1f0001f8e283,0,base,2,3
5983b86106cd1f0001f8e283,0,rot1,1,3
5983b86106cd1f0001f8e283,1,rot1,3,3
5983b86106cd1f0001f8e283,0,shear1,4,2
5983b86106cd1f0001f8e283,0,shear2,4,2
5983b86106cd1f0001f8e283,1,base,1,1
5983b86106cd1f0001f8e283,0,rot2,4,3
5983b86106cd1f0001f8e283,1,base,2,2
5983b86106cd1f0001f8e283,0,rot1,2,3
5983b86106cd1f0001f8e283,0,rot1,2,3
5983b86106cd1f0001f8e283,0,rot2,3,4
5983b86106cd1f0001f8e283,1,base,3,3
5983b86106cd1f0001f8e283,1,base,3,3
5983b86106cd1f0001f8e283,1,base,4,4
5983b86106cd1f0001f8e283,1,base,1,1
5983b86106cd1f0001f8e283,0,base,4,3
5983b86106cd1f0001f8e283,0,shear2,4,2
5983b86106cd1f0001f8e283,0,shear2,3,2
5983b86106cd1f0001f8e283,1,rot1,4,4
5983b86106cd1f0001f8e283,0,shear1,2,3
5983b86106cd1f0001f8e283,1,base,3,3
5983b86106cd1f0001f8e283,1,shear2,3,3
5983b86106cd1f0001f8e283,0,shear1,1,2
5983b86106cd1f0001f8e283,1,shear1,2,2
5983b86106cd1f0001f8e283,0,shear1,1,2
5983b86106cd1f0001f8e283,1,shear2,2,2
5983b86106cd1f0001f8e283,0,rot2,1,2
5983b86106cd1f0001f8e283,0,shear1,4,3
5983b86106cd1f0001f8e283,1,rot1,2,2
5983b86106cd1f0001f8e283,0,base,1,2
5983b86106cd1f0001f8e283,1,rot1,3,3
5983b86106cd1f0001f8e283,0,base,2,3
5983b86106cd1f0001f8e283,0,rot2,3,4
5983b86106cd1f0001f8e283,1,shear1,3,3
5983b86106cd1f0001f8e283,1,rot1,4,4
5983b86106cd1f0001f8e283,1,rot2,4,4
5983b86106cd1f0001f8e283,1,shear2,2,2
5983b86106cd1f0001f8e283,0,rot2,1,2
5983b86106cd1f0001f8e283,0,base,4,3
5983b86106cd1f0001f8e283,0,shear2,1,2
5983b86106cd1f0001f8e283,0,rot1,1,2
5983b86106cd1f0001f8e283,0,rot2,2,3
5983b86106cd1f0001f8e283,1,shear1,3,3
5983b86106cd1f0001f8e283,0,rot2,3,4
5983b86106cd1f0001f8e283,0,shear1,1,3
5983b86106cd1f0001f8e283,0,rot2,2,3
5983b86106cd1f0001f8e283,0,rot1,2,3
5983b86106cd1f0001f8e283,1,rot2,4,4
5983b86106cd1f0001f8e283,0,rot1,1,2
5983b86106cd1f0001f8e283,1,rot2,2,2
5983b86106cd1f0001f8e283,1,rot1,3,3
5983b86106cd1f0001f8e283,1,rot2,4,4
5983b86106cd1f0001f8e283,1,rot1,1,1
5983b86106cd1f0001f8e283,1,rot2,2,2
5983b86106cd1f0001f8e283,1,shear1,2,2
5983b86106cd1f0001f8e283,0,shear2,4,2
5983b86106cd1f0001f8e283,1,shear1,2,2
5983b86106cd1f0001f8e283,0,shear2,4,3
5983b86106cd1f0001f8e283,0,rot1,1,2
5983b86106cd1f0001f8e283,1,base,3,3
5983b86106cd1f0001f8e283,1,base,4,4
5983b86106cd1f0001f8e283,0,shear2,1,2
5983b86106cd1f0001f8e283,1,shear1,1,1
5983b86106cd1f0001f8e283,1,base,1,1
5983b86106cd1f0001f8e283,1,rot2,3,3
5983b86106cd1f0001f8e283,1,rot1,4,4
5983b86106cd1f0001f8e283,0,base,3,4
5983b86106cd1f0001f8e283,0,shear1,4,3
5983b86106cd1f0001f8e283,0,shear1,3,2
5983b86106cd1f0001f8e283,0,rot2,2,3
5983b86106cd1f0001f8e283,0,shear2,2,3
5983b86106cd1f0001f8e283,1,shear1,3,3
5983b86106cd1f0001f8e283,1,shear2,1,1
5983b86106cd1f0001f8e283,1,rot1,4,4
5983b86106cd1f0001f8e283,1,shear2,3,3
5983b86106cd1f0001f8e283,1,rot1,2,2
5983b86106cd1f0001f8e283,1,shear2,2,2
5983b86106cd1f0001f8e283,0,rot2,1,2
5983b86106cd1f0001f8e283,0,base,2,3
5983b86106cd1f0001f8e283,0,rot2,3,4
5983b86106cd1f0001f8e283,0,shear1,4,3
5983b86106cd1f0001f8e283,0,rot1,3,4
5983b86106cd1f0001f8e283,0,base,1,2
5983b86106cd1f0001f8e283,1,shear2,1,1
5983b86106cd1f0001f8e283,1,rot1,4,4
5983b86106cd1f0001f8e283,0,rot1,3,4
5983b86106cd1f0001f8e283,0,shear2,4,2
5983b86106cd1f0001f8e283,1,shear1,2,2
5983b86106cd1f0001f8e283,0,rot2,1,2
5983b86106cd1f0001f8e283,1,shear2,2,2
5983b86106cd1f0001f8e283,0,shear1,3,2
5983b86106cd1f0001f8e283,1,rot2,4,4
5a73482ac2eb6c00017e3819,1,rot1,1,1
5a73482ac2eb6c00017e3819,0,shear1,3,2
5a73482ac2eb6c00017e3819,0,rot1,4,3
5a73482ac2eb6c00017e3819,0,rot2,4,3
5a73482ac2eb6c00017e3819,1,rot2,1,1
5a73482ac2eb6c00017e3819,0,base,3,2
5a73482ac2eb6c00017e3819,1,shear1,2,2
5a73482ac2eb6c00017e3819,1,rot2,1,1
5a73482ac2eb6c00017e3819,0,shear2,3,1
5a73482ac2eb6c00017e3819,1,base,2,2
5a73482ac2eb6c00017e3819,1,rot1,2,2
5a73482ac2eb6c00017e3819,0,rot2,4,3
5a73482ac2eb6c00017e3819,0,shear1,4,3
5a73482ac2eb6c00017e3819,0,shear2,1,2
5a73482ac2eb6c00017e3819,0,rot2,3,2
5a73482ac2eb6c00017e3819,1,shear2,2,2
5a73482ac2eb6c00017e3819,0,rot1,1,2
5a73482ac2eb6c00017e3819,0,rot2,2,1
5a73482ac2eb6c00017e3819,1,base,4,4
5a73482ac2eb6c00017e3819,0,shear1,3,4
5a73482ac2eb6c00017e3819,0,shear1,1,2
5a73482ac2eb6c00017e3819,1,base,3,3
5a73482ac2eb6c00017e3819,1,rot1,3,3
5a73482ac2eb6c00017e3819,0,shear1,1,2
5a73482ac2eb6c00017e3819,1,shear2,1,1
5a73482ac2eb6c00017e3819,1,shear2,2,2
5a73482ac2eb6c00017e3819,1,base,2,2
5a73482ac2eb6c00017e3819,1,shear1,1,1
5a73482ac2eb6c00017e3819,1,rot1,3,3
5a73482ac2eb6c00017e3819,1,shear2,3,3
5a73482ac2eb6c00017e3819,1,rot1,2,2
5a73482ac2eb6c00017e3819,1,base,2,2
5a73482ac2eb6c00017e3819,0,rot1,4,3
5a73482ac2eb6c00017e3819,1,rot2,1,1
5a73482ac2eb6c00017e3819,0,shear2,4,3
5a73482ac2eb6c00017e3819,0,base,4,3
5a73482ac2eb6c00017e3819,0,base,4,3
5a73482ac2eb6c00017e3819,1,rot2,3,3
5a73482ac2eb6c00017e3819,1,rot2,2,2
5a73482ac2eb6c00017e3819,0,base,4,3
5a73482ac2eb6c00017e3819,1,shear2,1,1
5a73482ac2eb6c00017e3819,1,rot2,2,2
5a73482ac2eb6c00017e3819,0,base,4,3
5a73482ac2eb6c00017e3819,1,rot2,3,3
5a73482ac2eb6c00017e3819,1,rot1,3,3
5a73482ac2eb6c00017e3819,0,shear1,1,2
5a73482ac2eb6c00017e3819,1,shear1,2,2
5a73482ac2eb6c00017e3819,1,shear1,2,2
5a73482ac2eb6c00017e3819,1,base,3,3
5a73482ac2eb6c00017e3819,1,base,2,2
5a73482ac2eb6c00017e3819,0,rot2,4,3
5a73482ac2eb6c00017e3819,0,rot2,1,2
5a73482ac2eb6c00017e3819,1,shear1,3,3
5a73482ac2eb6c00017e3819,0,rot2,4,3
5a73482ac2eb6c00017e3819,0,shear2,4,2
5a73482ac2eb6c00017e3819,0,rot1,2,1
5a73482ac2eb6c00017e3819,0,shear1,3,2
5a73482ac2eb6c00017e3819,1,base,1,1
5a73482ac2eb6c00017e3819,0,shear2,4,2
5a73482ac2eb6c00017e3819,1,base,1,1
5a73482ac2eb6c00017e3819,0,rot1,4,3
5a73482ac2eb6c00017e3819,1,rot1,1,1
5a73482ac2eb6c00017e3819,0,rot1,3,2
5a73482ac2eb6c00017e3819,0,shear2,3,2
5a73482ac2eb6c00017e3819,1,rot2,3,3
5a73482ac2eb6c00017e3819,1,base,1,1
5a73482ac2eb6c00017e3819,0,base,3,2
5a73482ac2eb6c00017e3819,1,shear2,1,1
5a73482ac2eb6c00017e3819,1,rot2,2,2
5a73482ac2eb6c00017e3819,1,shear1,2,2
5a73482ac2eb6c00017e3819,0,rot2,4,3
5a73482ac2eb6c00017e3819,1,base,2,2
5a73482ac2eb6c00017e3819,1,rot1,2,2
5a73482ac2eb6c00017e3819,1,rot1,1,1
5a73482ac2eb6c00017e3819,0,shear1,4,3
5a73482ac2eb6c00017e3819,0,rot1,3,2
5a73482ac2eb6c00017e3819,1,base,1,1
5a73482ac2eb6c00017e3819,0,rot2,2,1
5a73482ac2eb6c00017e3819,0,rot1,4,3
5a73482ac2eb6c00017e3819,1,shear1,4,4
5a73482ac2eb6c00017e3819,0,shear2,4,3
5a73482ac2eb6c00017e3819,1,shear1,3,3
5a73482ac2eb6c00017e3819,0,shear2,4,2
5a73482ac2eb6c00017e3819,1,shear2,1,1
5a73482ac2eb6c00017e3819,1,rot1,1,1
5a73482ac2eb6c00017e3819,0,rot2,3,2
5a73482ac2eb6c00017e3819,0,shear2,2,3
5a73482ac2eb6c00017e3819,0,shear2,2,4
5a73482ac2eb6c00017e3819,0,shear1,4,3
5a73482ac2eb6c00017e3819,0,shear2,3,4
5a73482ac2eb6c00017e3819,0,shear1,1,2
5a73482ac2eb6c00017e3819,0,shear2,3,2
5a73482ac2eb6c00017e3819,0,base,3,2
5a73482ac2eb6c00017e3819,1,shear1,2,2
5a73482ac2eb6c00017e3819,1,shear2,2,2
5a73482ac2eb6c00017e3819,1,rot2,1,1
5a73482ac2eb6c00017e3819,1,base,1,1
5a73482ac2eb6c00017e3819,0,rot1,2,1
5a73482ac2eb6c00017e3819,0,shear1,4,3
5a73482ac2eb6c00017e3819,0,rot1,4,3
5aef59ad3c80f200013afcb9,1,shear1,1,1
5aef59ad3c80f200013afcb9,1,base,2,2
5aef59ad3c80f200013afcb9,0,rot2,1,2
5aef59ad3c80f200013afcb9,0,shear1,3,4
5aef59ad3c80f200013afcb9,1,rot1,1,1
5aef59ad3c80f200013afcb9,1,rot2,3,3
5aef59ad3c80f200013afcb9,1,shear1,4,4
5aef59ad3c80f200013afcb9,1,shear2,4,4
5aef59ad3c80f200013afcb9,1,rot2,1,1
5aef59ad3c80f200013afcb9,0,rot1,4,3
5aef59ad3c80f200013afcb9,1,shear2,3,3
5aef59ad3c80f200013afcb9,1,shear2,2,2
5aef59ad3c80f200013afcb9,1,shear1,3,3
5aef59ad3c80f200013afcb9,0,rot2,2,3
5aef59ad3c80f200013afcb9,1,rot2,3,3
5aef59ad3c80f200013afcb9,1,rot2,4,4
5aef59ad3c80f200013afcb9,1,shear2,1,1
5aef59ad3c80f200013afcb9,1,rot1,2,2
5aef59ad3c80f200013afcb9,1,shear1,4,4
5aef59ad3c80f200013afcb9,0,base,2,3
5aef59ad3c80f200013afcb9,1,rot1,3,3
5aef59ad3c80f200013afcb9,1,shear1,1,1
5aef59ad3c80f200013afcb9,0,rot1,2,3
5aef59ad3c80f200013afcb9,1,shear2,2,2
5aef59ad3c80f200013afcb9,0,shear2,4,3
5aef59ad3c80f200013afcb9,0,shear2,4,3
5aef59ad3c80f200013afcb9,1,base,1,1
5aef59ad3c80f200013afcb9,1,shear1,1,1
5aef59ad3c80f200013afcb9,0,rot2,3,1
5aef59ad3c80f200013afcb9,1,base,4,4
5aef59ad3c80f200013afcb9,0,rot1,4,3
5aef59ad3c80f200013afcb9,1,base,1,1
5aef59ad3c80f200013afcb9,1,rot1,2,2
5aef59ad3c80f200013afcb9,0,base,3,2
5aef59ad3c80f200013afcb9,1,rot1,2,2
5aef59ad3c80f200013afcb9,1,shear1,4,4
5aef59ad3c80f200013afcb9,1,rot1,3,3
5aef59ad3c80f200013afcb9,1,shear1,1,1
5aef59ad3c80f200013afcb9,1,rot2,2,2
5aef59ad3c80f200013afcb9,0,rot1,3,2
5aef59ad3c80f200013afcb9,1,shear2,3,3
5aef59ad3c80f200013afcb9,1,rot2,3,3
5aef59ad3c80f200013afcb9,0,base,4,3
5aef59ad3c80f200013afcb9,0,shear2,3,4
5aef59ad3c80f200013afcb9,1,rot2,1,1
5aef59ad3c80f200013afcb9,0,base,2,1
5aef59ad3c80f200013afcb9,1,rot1,4,4
5aef59ad3c80f200013afcb9,1,shear2,1,1
5aef59ad3c80f200013afcb9,1,base,1,1
5aef59ad3c80f200013afcb9,1,rot1,1,1
5aef59ad3c80f200013afcb9,1,rot1,1,1
5aef59ad3c80f200013afcb9,1,rot2,4,4
5aef59ad3c80f200013afcb9,0,shear1,2,3
5aef59ad3c80f200013afcb9,0,shear1,3,4
5aef59ad3c80f200013afcb9,0,shear2,2,3
5aef59ad3c80f200013afcb9,1,rot1,3,3
5aef59ad3c80f200013afcb9,1,base,2,2
5aef59ad3c80f200013afcb9,1,base,2,2
5aef59ad3c80f200013afcb9,1,rot2,4,4
5aef59ad3c80f200013afcb9,1,shear2,4,4
5aef59ad3c80f200013afcb9,1,rot2,2,2
5aef59ad3c80f200013afcb9,1,rot1,1,1
5aef59ad3c80f200013afcb9,1,base,1,1
5aef59ad3c80f200013afcb9,1,shear1,4,4
5aef59ad3c80f200013afcb9,1,base,4,4
5aef59ad3c80f200013afcb9,1,base,4,4
5aef59ad3c80f200013afcb9,1,shear2,1,1
5aef59ad3c80f200013afcb9,1,rot1,2,2
5aef59ad3c80f200013afcb9,1,rot2,1,1
5aef59ad3c80f200013afcb9,1,shear1,2,2
5aef59ad3c80f200013afcb9,1,shear1,3,3
5aef59ad3c80f200013afcb9,1,shear1,4,4
5aef59ad3c80f200013afcb9,1,shear2,1,1
5aef59ad3c80f200013afcb9,1,shear2,3,3
5aef59ad3c80f200013afcb9,1,base,3,3
5aef59ad3c80f200013afcb9,0,shear2,2,3
5aef59ad3c80f200013afcb9,1,base,3,3
5aef59ad3c80f200013afcb9,0,shear2,2,3
5aef59ad3c80f200013afcb9,1,base,3,3
5aef59ad3c80f200013afcb9,1,rot2,4,4
5aef59ad3c80f200013afcb9,0,shear2,1,3
5aef59ad3c80f200013afcb9,0,rot2,1,2
5aef59ad3c80f200013afcb9,1,rot1,4,4
5aef59ad3c80f200013afcb9,1,rot1,1,1
5aef59ad3c80f200013afcb9,1,base,3,3
5aef59ad3c80f200013afcb9,1,shear1,3,3
5aef59ad3c80f200013afcb9,1,rot2,2,2
5aef59ad3c80f200013afcb9,1,rot1,4,4
5aef59ad3c80f200013afcb9,1,shear1,1,1
5aef59ad3c80f200013afcb9,1,rot2,4,4
5aef59ad3c80f200013afcb9,1,shear1,2,2
5aef59ad3c80f200013afcb9,1,rot2,2,2
5aef59ad3c80f200013afcb9,0,shear1,2,1
5aef59ad3c80f200013afcb9,1,rot2,3,3
5aef59ad3c80f200013afcb9,0,base,4,3
5aef59ad3c80f200013afcb9,0,shear2,4,3
5aef59ad3c80f200013afcb9,0,base,1,2
5aef59ad3c80f200013afcb9,0,shear2,3,4
5aef59ad3c80f200013afcb9,1,shear1,2,2
5aef59ad3c80f200013afcb9,1,rot1,3,3
5b589d330bc96b0001fa5d3c,0,rot2,4,3
5b589d330bc96b0001fa5d3c,1,rot1,1,1
5b589d330bc96b0001fa5d3c,1,base,3,3
5b589d330bc96b0001fa5d3c,1,rot1,3,3
5b589d330bc96b0001fa5d3c,0,shear2,2,4
5b589d330bc96b0001fa5d3c,0,base,4,3
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,0,shear2,3,4
5b589d330bc96b0001fa5d3c,0,shear1,3,4
5b589d330bc96b0001fa5d3c,1,rot1,4,4
5b589d330bc96b0001fa5d3c,0,rot1,1,2
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,0,rot1,1,2
5b589d330bc96b0001fa5d3c,1,rot1,3,3
5b589d330bc96b0001fa5d3c,0,shear1,2,3
5b589d330bc96b0001fa5d3c,1,rot1,4,4
5b589d330bc96b0001fa5d3c,1,rot1,2,2
5b589d330bc96b0001fa5d3c,1,rot1,4,4
5b589d330bc96b0001fa5d3c,1,shear2,1,1
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,rot2,3,3
5b589d330bc96b0001fa5d3c,1,base,3,3
5b589d330bc96b0001fa5d3c,1,rot2,1,1
5b589d330bc96b0001fa5d3c,1,rot2,3,3
5b589d330bc96b0001fa5d3c,1,rot1,4,4
5b589d330bc96b0001fa5d3c,1,shear1,2,2
5b589d330bc96b0001fa5d3c,1,base,4,4
5b589d330bc96b0001fa5d3c,1,rot1,3,3
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,1,shear1,2,2
5b589d330bc96b0001fa5d3c,0,base,3,2
5b589d330bc96b0001fa5d3c,1,shear1,2,2
5b589d330bc96b0001fa5d3c,0,shear2,2,3
5b589d330bc96b0001fa5d3c,0,base,4,3
5b589d330bc96b0001fa5d3c,1,shear2,1,1
5b589d330bc96b0001fa5d3c,1,shear1,4,4
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,shear2,4,4
5b589d330bc96b0001fa5d3c,1,rot2,1,1
5b589d330bc96b0001fa5d3c,1,rot1,2,2
5b589d330bc96b0001fa5d3c,0,shear1,4,3
5b589d330bc96b0001fa5d3c,0,base,3,2
5b589d330bc96b0001fa5d3c,1,shear2,3,3
5b589d330bc96b0001fa5d3c,0,shear2,3,4
5b589d330bc96b0001fa5d3c,1,rot2,1,1
5b589d330bc96b0001fa5d3c,0,shear2,3,4
5b589d330bc96b0001fa5d3c,0,shear2,1,2
5b589d330bc96b0001fa5d3c,1,rot1,2,2
5b589d330bc96b0001fa5d3c,1,shear2,2,2
5b589d330bc96b0001fa5d3c,1,shear1,1,1
5b589d330bc96b0001fa5d3c,1,rot2,4,4
5b589d330bc96b0001fa5d3c,1,rot1,3,3
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,1,rot1,1,1
5b589d330bc96b0001fa5d3c,1,rot1,2,2
5b589d330bc96b0001fa5d3c,1,shear1,1,1
5b589d330bc96b0001fa5d3c,1,rot2,4,4
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,0,shear1,4,3
5b589d330bc96b0001fa5d3c,1,rot2,1,1
5b589d330bc96b0001fa5d3c,1,rot2,3,3
5b589d330bc96b0001fa5d3c,0,shear1,3,4
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,1,base,3,3
5b589d330bc96b0001fa5d3c,0,shear1,3,2
5b589d330bc96b0001fa5d3c,0,rot2,3,2
5b589d330bc96b0001fa5d3c,0,shear1,4,3
5b589d330bc96b0001fa5d3c,1,rot1,2,2
5b589d330bc96b0001fa5d3c,1,shear2,2,2
5b589d330bc96b0001fa5d3c,1,base,4,4
5b589d330bc96b0001fa5d3c,1,shear1,1,1
5b589d330bc96b0001fa5d3c,1,shear2,2,2
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,0,rot2,1,2
5b589d330bc96b0001fa5d3c,1,base,4,4
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,0,shear2,1,2
5b589d330bc96b0001fa5d3c,0,rot1,1,2
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,rot1,4,4
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,1,shear1,2,2
5b589d330bc96b0001fa5d3c,1,rot1,3,3
5b589d330bc96b0001fa5d3c,1,shear1,3,3
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,shear2,3,3
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,0,shear1,1,2
5b589d330bc96b0001fa5d3c,1,shear1,1,1
5b589d330bc96b0001fa5d3c,1,shear1,4,4
5b589d330bc96b0001fa5d3c,0,rot2,3,1
5b589d330bc96b0001fa5d3c,1,rot2,4,4
5b589d330bc96b0001fa5d3c,1,rot2,4,4
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,1,shear2,1,1
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,0,shear1,3,2
5c97e0fdf74b3500152c1608,0,shear1,3,1
5c97e0fdf74b3500152c1608,0,shear1,3,2
5c97e0fdf74b3500152c1608,0,rot2,1,4
5c97e0fdf74b3500152c1608,0,shear2,2,3
5c97e0fdf74b3500152c1608,0,shear2,3,4
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,1,rot1,4,4
5c97e0fdf74b3500152c1608,0,base,3,2
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,1,rot2,3,3
5c97e0fdf74b3500152c1608,1,rot1,1,1
5c97e0fdf74b3500152c1608,0,rot2,4,3
5c97e0fdf74b3500152c1608,1,rot2,1,1
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,shear2,1,1
5c97e0fdf74b3500152c1608,0,shear1,2,3
5c97e0fdf74b3500152c1608,0,shear1,1,2
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,1,rot1,4,4
5c97e0fdf74b3500152c1608,1,base,1,1
5c97e0fdf74b3500152c1608,1,shear2,1,1
5c97e0fdf74b3500152c1608,1,shear1,3,3
5c97e0fdf74b3500152c1608,0,shear1,1,2
5c97e0fdf74b3500152c1608,1,shear2,2,2
5c97e0fdf74b3500152c1608,1,rot1,3,3
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,0,shear1,2,3
5c97e0fdf74b3500152c1608,1,rot2,1,1
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,0,shear1,3,4
5c97e0fdf74b3500152c1608,0,shear2,2,3
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,1,rot1,3,3
